checkpoint_fold,train_index,sample_id,video_id,outer_fold,judge_fold,inner_valid_outer0,inner_valid_outer1,label,self_risk_role
0,4969,3n44IP3tCVE$_$13,3n44IP3tCVE,0,0,0,0,1.333333373,inner_train
0,4970,3n44IP3tCVE$_$12,3n44IP3tCVE,0,0,0,0,1.333333373,inner_train
0,4971,3n44IP3tCVE$_$14,3n44IP3tCVE,0,0,0,0,1.666666627,inner_train
0,4972,3n44IP3tCVE$_$16,3n44IP3tCVE,0,0,0,0,2,inner_train
0,4973,3n44IP3tCVE$_$1,3n44IP3tCVE,0,0,0,0,1.666666627,inner_train
0,4974,3n44IP3tCVE$_$0,3n44IP3tCVE,0,0,0,0,2,inner_train
0,4975,3n44IP3tCVE$_$3,3n44IP3tCVE,0,0,0,0,2.333333254,inner_train
0,4976,3n44IP3tCVE$_$2,3n44IP3tCVE,0,0,0,0,1,inner_train
0,4977,3n44IP3tCVE$_$5,3n44IP3tCVE,0,0,0,0,2,inner_train
0,4978,3n44IP3tCVE$_$4,3n44IP3tCVE,0,0,0,0,0.6666666865,inner_train
0,4979,3n44IP3tCVE$_$6,3n44IP3tCVE,0,0,0,0,-0.6666666865,inner_train
0,4980,3n44IP3tCVE$_$8,3n44IP3tCVE,0,0,0,0,2,inner_train
0,4984,3ocpWAmSNUE$_$8,3ocpWAmSNUE,0,1,0,0,-2.666666746,inner_train
0,4985,3ocpWAmSNUE$_$5,3ocpWAmSNUE,0,1,0,0,-2.666666746,inner_train
0,4986,3ocpWAmSNUE$_$4,3ocpWAmSNUE,0,1,0,0,-0.6666666865,inner_train
0,4987,3ocpWAmSNUE$_$6,3ocpWAmSNUE,0,1,0,0,-0.3333333433,inner_train
0,4992,3sDL7mwosP0$_$1,3sDL7mwosP0,0,0,0,0,2,inner_train
0,4993,3sDL7mwosP0$_$0,3sDL7mwosP0,0,0,0,0,2,inner_train
0,4999,3u_Joh0WJdw$_$7,3u_Joh0WJdw,0,0,0,0,0.3333333433,inner_valid
0,5000,3w9I5SBhHNc$_$9,3w9I5SBhHNc,0,0,1,0,0.3333333433,inner_train
0,5001,3w9I5SBhHNc$_$2,3w9I5SBhHNc,0,0,1,0,1,inner_train
0,5002,3w9I5SBhHNc$_$12,3w9I5SBhHNc,0,0,1,0,1.333333373,inner_train
0,5003,3w9I5SBhHNc$_$5,3w9I5SBhHNc,0,0,1,0,0.6666666865,inner_train
0,5004,3y2YInNUmHY$_$1,3y2YInNUmHY,0,1,0,0,2.666666746,inner_valid
0,5005,3y2YInNUmHY$_$0,3y2YInNUmHY,0,1,0,0,-1,inner_valid
0,5006,3y2YInNUmHY$_$2,3y2YInNUmHY,0,1,0,0,2.333333254,inner_valid
0,5007,3y2YInNUmHY$_$4,3y2YInNUmHY,0,1,0,0,2.333333254,inner_valid
0,5031,40260$_$24,40260,0,1,0,0,-0.3333333433,inner_train
0,5032,40260$_$25,40260,0,1,0,0,-0.6666666865,inner_train
0,5033,40260$_$26,40260,0,1,0,0,1.666666627,inner_train
0,5034,40260$_$27,40260,0,1,0,0,-1.666666627,inner_train
0,5035,40260$_$20,40260,0,1,0,0,0,inner_train
0,5036,40260$_$21,40260,0,1,0,0,0,inner_train
0,5037,40260$_$22,40260,0,1,0,0,2,inner_train
0,5038,40260$_$23,40260,0,1,0,0,0,inner_train
0,5039,40260$_$1,40260,0,1,0,0,0.3333333433,inner_train
0,5040,40260$_$0,40260,0,1,0,0,0.3333333433,inner_train
0,5041,40260$_$3,40260,0,1,0,0,-0.3333333433,inner_train
0,5042,40260$_$2,40260,0,1,0,0,0.3333333433,inner_train
0,5043,40260$_$5,40260,0,1,0,0,-0.6666666865,inner_train
0,5044,40260$_$4,40260,0,1,0,0,0.3333333433,inner_train
0,5045,40260$_$7,40260,0,1,0,0,0,inner_train
0,5046,40260$_$6,40260,0,1,0,0,-0.6666666865,inner_train
0,5047,40260$_$9,40260,0,1,0,0,0.6666666865,inner_train
0,5048,40260$_$8,40260,0,1,0,0,-1.333333373,inner_train
0,5049,40260$_$11,40260,0,1,0,0,0.3333333433,inner_train
0,5050,40260$_$10,40260,0,1,0,0,0.3333333433,inner_train
0,5051,40260$_$13,40260,0,1,0,0,1,inner_train
0,5052,40260$_$12,40260,0,1,0,0,1,inner_train
0,5053,40260$_$15,40260,0,1,0,0,0,inner_train
0,5054,40260$_$14,40260,0,1,0,0,0,inner_train
0,5055,40260$_$17,40260,0,1,0,0,-2,inner_train
0,5056,40260$_$16,40260,0,1,0,0,1,inner_train
0,5057,40260$_$19,40260,0,1,0,0,-1.666666627,inner_train
0,5058,40260$_$18,40260,0,1,0,0,1,inner_train
0,5059,41692$_$1,41692,0,1,0,0,0.3333333433,inner_valid
0,5060,41692$_$0,41692,0,1,0,0,0.3333333433,inner_valid
0,5061,41692$_$3,41692,0,1,0,0,0,inner_valid
0,5062,41692$_$2,41692,0,1,0,0,-0.3333333433,inner_valid
0,5063,41692$_$5,41692,0,1,0,0,0,inner_valid
0,5064,41692$_$4,41692,0,1,0,0,0.3333333433,inner_valid
0,5065,41692$_$7,41692,0,1,0,0,1,inner_valid
0,5066,41692$_$6,41692,0,1,0,0,-1,inner_valid
0,5067,41692$_$8,41692,0,1,0,0,-0.6666666865,inner_valid
0,5068,424vOT3Nnyk$_$8,424vOT3Nnyk,0,1,0,0,2.333333254,outer
0,5069,424vOT3Nnyk$_$5,424vOT3Nnyk,0,1,0,0,1,outer
0,5070,424vOT3Nnyk$_$4,424vOT3Nnyk,0,1,0,0,1.333333373,outer
0,5071,424vOT3Nnyk$_$7,424vOT3Nnyk,0,1,0,0,1,outer
0,5072,424vOT3Nnyk$_$6,424vOT3Nnyk,0,1,0,0,1.333333373,outer
0,5095,44780$_$1,44780,0,0,0,0,0.3333333433,inner_train
0,5096,44780$_$0,44780,0,0,0,0,0.3333333433,inner_train
0,5097,44780$_$3,44780,0,0,0,0,1.333333373,inner_train
0,5098,44780$_$2,44780,0,0,0,0,0,inner_train
0,5099,44780$_$5,44780,0,0,0,0,0,inner_train
0,5100,44780$_$4,44780,0,0,0,0,0.6666666865,inner_train
0,5101,44780$_$7,44780,0,0,0,0,-1.333333373,inner_train
0,5102,44780$_$6,44780,0,0,0,0,0,inner_train
0,5103,44780$_$9,44780,0,0,0,0,0,inner_train
0,5104,44780$_$8,44780,0,0,0,0,-1.333333373,inner_train
0,5105,44MVdpDEQJs$_$1,44MVdpDEQJs,0,1,0,0,-0.6666666865,inner_train
0,5106,44MVdpDEQJs$_$0,44MVdpDEQJs,0,1,0,0,0.3333333433,inner_train
0,5107,44MVdpDEQJs$_$2,44MVdpDEQJs,0,1,0,0,-1.333333373,inner_train
0,5108,44MVdpDEQJs$_$4,44MVdpDEQJs,0,1,0,0,0,inner_train
0,5119,45184$_$1,45184,0,0,0,0,-3,inner_train
0,5120,45184$_$0,45184,0,0,0,0,0.3333333433,inner_train
0,5121,45184$_$3,45184,0,0,0,0,-2.666666746,inner_train
0,5122,45184$_$2,45184,0,0,0,0,-2.333333254,inner_train
0,5123,45184$_$5,45184,0,0,0,0,-1.333333373,inner_train
0,5124,45184$_$4,45184,0,0,0,0,0,inner_train
0,5125,45186$_$11,45186,0,0,0,0,-2.666666746,inner_valid
0,5126,45186$_$10,45186,0,0,0,0,0,inner_valid
0,5127,45186$_$13,45186,0,0,0,0,-1.333333373,inner_valid
0,5128,45186$_$12,45186,0,0,0,0,-2.333333254,inner_valid
0,5129,45186$_$14,45186,0,0,0,0,-2,inner_valid
0,5130,45186$_$1,45186,0,0,0,0,0,inner_valid
0,5131,45186$_$0,45186,0,0,0,0,0,inner_valid
0,5132,45186$_$3,45186,0,0,0,0,-1,inner_valid
0,5133,45186$_$2,45186,0,0,0,0,0,inner_valid
0,5134,45186$_$5,45186,0,0,0,0,-2,inner_valid
0,5135,45186$_$4,45186,0,0,0,0,-2.666666746,inner_valid
0,5136,45186$_$7,45186,0,0,0,0,-2.333333254,inner_valid
0,5137,45186$_$6,45186,0,0,0,0,-2.333333254,inner_valid
0,5138,45186$_$9,45186,0,0,0,0,-2,inner_valid
0,5139,45186$_$8,45186,0,0,0,0,-2.333333254,inner_valid
0,5140,45676$_$1,45676,0,0,0,0,1,inner_train
0,5141,45676$_$0,45676,0,0,0,0,0.3333333433,inner_train
0,5142,45676$_$3,45676,0,0,0,0,0,inner_train
0,5143,45676$_$2,45676,0,0,0,0,0,inner_train
0,5144,45676$_$5,45676,0,0,0,0,0.6666666865,inner_train
0,5145,45676$_$4,45676,0,0,0,0,0.3333333433,inner_train
0,5146,45676$_$7,45676,0,0,0,0,0,inner_train
0,5147,45676$_$6,45676,0,0,0,0,-1.333333373,inner_train
0,5148,45676$_$8,45676,0,0,0,0,-0.6666666865,inner_train
0,5151,46497$_$1,46497,0,1,0,0,-2.666666746,inner_valid
0,5152,46497$_$0,46497,0,1,0,0,-1.333333373,inner_valid
0,5153,46497$_$3,46497,0,1,0,0,-2,inner_valid
0,5154,46497$_$2,46497,0,1,0,0,-1.666666627,inner_valid
0,5155,46497$_$4,46497,0,1,0,0,0,inner_valid
0,5156,46604$_$1,46604,0,0,0,0,-2.666666746,outer
0,5157,46604$_$0,46604,0,0,0,0,-2,outer
0,5158,46604$_$3,46604,0,0,0,0,0,outer
0,5159,46604$_$2,46604,0,0,0,0,0,outer
0,5160,46604$_$5,46604,0,0,0,0,-1.666666627,outer
0,5161,46604$_$4,46604,0,0,0,0,-1.333333373,outer
0,5162,46604$_$7,46604,0,0,0,0,-1,outer
0,5163,46604$_$6,46604,0,0,0,0,-0.3333333433,outer
0,5164,46604$_$8,46604,0,0,0,0,-1,outer
0,5174,47472$_$11,47472,0,0,0,0,-1.666666627,inner_train
0,5175,47472$_$10,47472,0,0,0,0,0,inner_train
0,5176,47472$_$13,47472,0,0,0,0,-0.6666666865,inner_train
0,5177,47472$_$12,47472,0,0,0,0,-2,inner_train
0,5178,47472$_$15,47472,0,0,0,0,-1.333333373,inner_train
0,5179,47472$_$14,47472,0,0,0,0,-1,inner_train
0,5180,47472$_$1,47472,0,0,0,0,1.666666627,inner_train
0,5181,47472$_$0,47472,0,0,0,0,0,inner_train
0,5182,47472$_$3,47472,0,0,0,0,-2.333333254,inner_train
0,5183,47472$_$2,47472,0,0,0,0,0,inner_train
0,5184,47472$_$5,47472,0,0,0,0,-0.3333333433,inner_train
0,5185,47472$_$4,47472,0,0,0,0,0,inner_train
0,5186,47472$_$7,47472,0,0,0,0,0,inner_train
0,5187,47472$_$6,47472,0,0,0,0,0,inner_train
0,5188,47472$_$9,47472,0,0,0,0,0,inner_train
0,5189,47472$_$8,47472,0,0,0,0,-0.6666666865,inner_train
0,5191,48nifdN2vSI$_$10,48nifdN2vSI,0,0,0,0,0.6666666865,inner_valid
0,5192,48u68AzcWvE$_$10,48u68AzcWvE,0,1,0,0,0,inner_valid
0,5229,4BoE-woHtwA$_$11,4BoE-woHtwA,0,1,0,0,0.6666666865,inner_train
0,5230,4BoE-woHtwA$_$10,4BoE-woHtwA,0,1,0,0,-0.3333333433,inner_train
0,5231,4BoE-woHtwA$_$12,4BoE-woHtwA,0,1,0,0,1.666666627,inner_train
0,5232,4BoE-woHtwA$_$1,4BoE-woHtwA,0,1,0,0,-0.3333333433,inner_train
0,5233,4BoE-woHtwA$_$2,4BoE-woHtwA,0,1,0,0,-0.6666666865,inner_train
0,5234,4BoE-woHtwA$_$5,4BoE-woHtwA,0,1,0,0,1.666666627,inner_train
0,5235,4BoE-woHtwA$_$4,4BoE-woHtwA,0,1,0,0,0,inner_train
0,5236,4BoE-woHtwA$_$7,4BoE-woHtwA,0,1,0,0,-1,inner_train
0,5237,4BoE-woHtwA$_$6,4BoE-woHtwA,0,1,0,0,-1.333333373,inner_train
0,5238,4BoE-woHtwA$_$9,4BoE-woHtwA,0,1,0,0,2,inner_train
0,5239,4BoE-woHtwA$_$8,4BoE-woHtwA,0,1,0,0,1.666666627,inner_train
0,5249,4EEru3cZwXo$_$3,4EEru3cZwXo,0,0,0,0,0.6666666865,inner_train
0,5250,4EEru3cZwXo$_$2,4EEru3cZwXo,0,0,0,0,-1,inner_train
0,5251,4EEru3cZwXo$_$5,4EEru3cZwXo,0,0,0,0,0,inner_train
0,5252,4EEru3cZwXo$_$4,4EEru3cZwXo,0,0,0,0,-0.6666666865,inner_train
0,5254,4GYfmpEEtl4$_$11,4GYfmpEEtl4,0,0,0,1,0.3333333433,inner_valid
0,5255,4GYfmpEEtl4$_$14,4GYfmpEEtl4,0,0,0,1,1,inner_valid
0,5256,4GYfmpEEtl4$_$1,4GYfmpEEtl4,0,0,0,1,0,inner_valid
0,5257,4GYfmpEEtl4$_$5,4GYfmpEEtl4,0,0,0,1,0.6666666865,inner_valid
0,5258,4GYfmpEEtl4$_$7,4GYfmpEEtl4,0,0,0,1,0.3333333433,inner_valid
0,5259,4GYfmpEEtl4$_$6,4GYfmpEEtl4,0,0,0,1,0.3333333433,inner_valid
0,5265,4HAC00EAdno$_$11,4HAC00EAdno,0,1,0,0,0.3333333433,inner_valid
0,5266,4HAC00EAdno$_$10,4HAC00EAdno,0,1,0,0,0.6666666865,inner_valid
0,5267,4HAC00EAdno$_$13,4HAC00EAdno,0,1,0,0,0.6666666865,inner_valid
0,5268,4HAC00EAdno$_$12,4HAC00EAdno,0,1,0,0,0.6666666865,inner_valid
0,5269,4HAC00EAdno$_$14,4HAC00EAdno,0,1,0,0,0.3333333433,inner_valid
0,5270,4HAC00EAdno$_$3,4HAC00EAdno,0,1,0,0,1.333333373,inner_valid
0,5271,4HAC00EAdno$_$5,4HAC00EAdno,0,1,0,0,0.3333333433,inner_valid
0,5272,4HAC00EAdno$_$4,4HAC00EAdno,0,1,0,0,0.3333333433,inner_valid
0,5273,4HAC00EAdno$_$6,4HAC00EAdno,0,1,0,0,0,inner_valid
0,5274,4HAC00EAdno$_$9,4HAC00EAdno,0,1,0,0,-0.3333333433,inner_valid
0,5275,4HazSkYihtw$_$4,4HazSkYihtw,0,0,0,0,1,inner_train
0,5287,4Q7OkrJLzAc$_$1,4Q7OkrJLzAc,0,1,0,0,0,inner_valid
0,5288,4Q7OkrJLzAc$_$8,4Q7OkrJLzAc,0,1,0,0,1,inner_valid
0,5289,4Q7OkrJLzAc$_$5,4Q7OkrJLzAc,0,1,0,0,1,inner_valid
0,5290,4Q7OkrJLzAc$_$4,4Q7OkrJLzAc,0,1,0,0,0,inner_valid
0,5291,4Q7OkrJLzAc$_$0,4Q7OkrJLzAc,0,1,0,0,0,inner_valid
0,5330,4WTVL5bNybU$_$1,4WTVL5bNybU,0,0,0,0,-1.333333373,inner_train
0,5331,4WTVL5bNybU$_$0,4WTVL5bNybU,0,0,0,0,0,inner_train
0,5332,4WTVL5bNybU$_$2,4WTVL5bNybU,0,0,0,0,0.6666666865,inner_train
0,5333,4Yxe1_ohz7Y$_$2,4Yxe1_ohz7Y,0,0,0,0,0.3333333433,inner_train
0,5340,4hEWns7JBg0$_$24,4hEWns7JBg0,0,1,0,0,0.6666666865,inner_train
0,5341,4hEWns7JBg0$_$25,4hEWns7JBg0,0,1,0,0,1.666666627,inner_train
0,5342,4hEWns7JBg0$_$26,4hEWns7JBg0,0,1,0,0,1,inner_train
0,5343,4hEWns7JBg0$_$27,4hEWns7JBg0,0,1,0,0,1,inner_train
0,5344,4hEWns7JBg0$_$20,4hEWns7JBg0,0,1,0,0,-0.6666666865,inner_train
0,5345,4hEWns7JBg0$_$21,4hEWns7JBg0,0,1,0,0,1,inner_train
0,5346,4hEWns7JBg0$_$28,4hEWns7JBg0,0,1,0,0,2.666666746,inner_train
0,5347,4hEWns7JBg0$_$29,4hEWns7JBg0,0,1,0,0,1,inner_train
0,5348,4hEWns7JBg0$_$1,4hEWns7JBg0,0,1,0,0,2.666666746,inner_train
0,5349,4hEWns7JBg0$_$0,4hEWns7JBg0,0,1,0,0,0.6666666865,inner_train
0,5350,4hEWns7JBg0$_$3,4hEWns7JBg0,0,1,0,0,1.333333373,inner_train
0,5351,4hEWns7JBg0$_$2,4hEWns7JBg0,0,1,0,0,1.666666627,inner_train
0,5352,4hEWns7JBg0$_$5,4hEWns7JBg0,0,1,0,0,0,inner_train
0,5353,4hEWns7JBg0$_$4,4hEWns7JBg0,0,1,0,0,2.666666746,inner_train
0,5354,4hEWns7JBg0$_$7,4hEWns7JBg0,0,1,0,0,0.6666666865,inner_train
0,5355,4hEWns7JBg0$_$9,4hEWns7JBg0,0,1,0,0,0,inner_train
0,5356,4hEWns7JBg0$_$8,4hEWns7JBg0,0,1,0,0,1.666666627,inner_train
0,5357,4hEWns7JBg0$_$11,4hEWns7JBg0,0,1,0,0,1,inner_train
0,5358,4hEWns7JBg0$_$13,4hEWns7JBg0,0,1,0,0,1.666666627,inner_train
0,5359,4hEWns7JBg0$_$12,4hEWns7JBg0,0,1,0,0,1.333333373,inner_train
0,5360,4hEWns7JBg0$_$15,4hEWns7JBg0,0,1,0,0,0.3333333433,inner_train
0,5361,4hEWns7JBg0$_$14,4hEWns7JBg0,0,1,0,0,0.6666666865,inner_train
0,5362,4hEWns7JBg0$_$17,4hEWns7JBg0,0,1,0,0,-0.3333333433,inner_train
0,5363,4hEWns7JBg0$_$16,4hEWns7JBg0,0,1,0,0,0.6666666865,inner_train
0,5364,4hEWns7JBg0$_$19,4hEWns7JBg0,0,1,0,0,-0.3333333433,inner_train
0,5365,4hEWns7JBg0$_$18,4hEWns7JBg0,0,1,0,0,0.6666666865,inner_train
0,5366,4iG0ffmnCOw$_$11,4iG0ffmnCOw,0,0,1,0,2.666666746,inner_train
0,5367,4iG0ffmnCOw$_$10,4iG0ffmnCOw,0,0,1,0,2,inner_train
0,5368,4iG0ffmnCOw$_$1,4iG0ffmnCOw,0,0,1,0,0.6666666865,inner_train
0,5369,4iG0ffmnCOw$_$0,4iG0ffmnCOw,0,0,1,0,0,inner_train
0,5370,4iG0ffmnCOw$_$3,4iG0ffmnCOw,0,0,1,0,0.3333333433,inner_train
0,5371,4iG0ffmnCOw$_$2,4iG0ffmnCOw,0,0,1,0,0.3333333433,inner_train
0,5372,4iG0ffmnCOw$_$5,4iG0ffmnCOw,0,0,1,0,0.3333333433,inner_train
0,5373,4iG0ffmnCOw$_$4,4iG0ffmnCOw,0,0,1,0,2.333333254,inner_train
0,5374,4iG0ffmnCOw$_$7,4iG0ffmnCOw,0,0,1,0,0.6666666865,inner_train
0,5375,4iG0ffmnCOw$_$6,4iG0ffmnCOw,0,0,1,0,2,inner_train
0,5376,4iG0ffmnCOw$_$9,4iG0ffmnCOw,0,0,1,0,1.333333373,inner_train
0,5387,4jTUcNlxlYA$_$0,4jTUcNlxlYA,0,1,0,1,0.6666666865,inner_train
0,5388,4jTUcNlxlYA$_$3,4jTUcNlxlYA,0,1,0,1,0,inner_train
0,5389,4jTUcNlxlYA$_$2,4jTUcNlxlYA,0,1,0,1,1.333333373,inner_train
0,5390,4jTUcNlxlYA$_$5,4jTUcNlxlYA,0,1,0,1,0.3333333433,inner_train
0,5391,4jTUcNlxlYA$_$4,4jTUcNlxlYA,0,1,0,1,0,inner_train
0,5392,4jTUcNlxlYA$_$7,4jTUcNlxlYA,0,1,0,1,-0.6666666865,inner_train
0,5393,4jTUcNlxlYA$_$6,4jTUcNlxlYA,0,1,0,1,1.666666627,inner_train
0,5394,4jTUcNlxlYA$_$9,4jTUcNlxlYA,0,1,0,1,0,inner_train
0,5395,4jTUcNlxlYA$_$8,4jTUcNlxlYA,0,1,0,1,0,inner_train
0,5396,4kF0U8kIMp4$_$1,4kF0U8kIMp4,0,1,1,0,1.333333373,outer
0,5397,4kF0U8kIMp4$_$0,4kF0U8kIMp4,0,1,1,0,0.6666666865,outer
0,5398,4kF0U8kIMp4$_$3,4kF0U8kIMp4,0,1,1,0,0.3333333433,outer
0,5399,4kF0U8kIMp4$_$5,4kF0U8kIMp4,0,1,1,0,0.6666666865,outer
0,5400,4kF0U8kIMp4$_$4,4kF0U8kIMp4,0,1,1,0,0.6666666865,outer
0,5401,4kF0U8kIMp4$_$7,4kF0U8kIMp4,0,1,1,0,0.3333333433,outer
0,5402,4kF0U8kIMp4$_$6,4kF0U8kIMp4,0,1,1,0,0.3333333433,outer
0,5403,4lKz4xyCmkk$_$10,4lKz4xyCmkk,0,0,0,0,0.3333333433,inner_train
0,5404,4lKz4xyCmkk$_$13,4lKz4xyCmkk,0,0,0,0,0.6666666865,inner_train
0,5405,4lKz4xyCmkk$_$12,4lKz4xyCmkk,0,0,0,0,0,inner_train
0,5406,4lKz4xyCmkk$_$15,4lKz4xyCmkk,0,0,0,0,0,inner_train
0,5407,4lKz4xyCmkk$_$14,4lKz4xyCmkk,0,0,0,0,-0.3333333433,inner_train
0,5408,4lKz4xyCmkk$_$1,4lKz4xyCmkk,0,0,0,0,0.6666666865,inner_train
0,5409,4lKz4xyCmkk$_$0,4lKz4xyCmkk,0,0,0,0,0,inner_train
0,5410,4lKz4xyCmkk$_$5,4lKz4xyCmkk,0,0,0,0,0,inner_train
0,5411,4lKz4xyCmkk$_$7,4lKz4xyCmkk,0,0,0,0,0,inner_train
0,5412,4lKz4xyCmkk$_$6,4lKz4xyCmkk,0,0,0,0,0,inner_train
0,5413,4lKz4xyCmkk$_$9,4lKz4xyCmkk,0,0,0,0,0,inner_train
0,5414,4lKz4xyCmkk$_$8,4lKz4xyCmkk,0,0,0,0,0,inner_train
0,5415,4lro65JwQdc$_$2,4lro65JwQdc,0,1,1,0,0.3333333433,inner_train
0,5416,4lro65JwQdc$_$4,4lro65JwQdc,0,1,1,0,0,inner_train
0,5417,4oeKDFIaL7o$_$1,4oeKDFIaL7o,0,1,0,0,-1,inner_train
0,5418,4oeKDFIaL7o$_$0,4oeKDFIaL7o,0,1,0,0,-1.333333373,inner_train
0,5419,4oeKDFIaL7o$_$2,4oeKDFIaL7o,0,1,0,0,0.3333333433,inner_train
0,5420,4oeKDFIaL7o$_$4,4oeKDFIaL7o,0,1,0,0,1.333333373,inner_train
0,5421,4poXF3xo6Z8$_$11,4poXF3xo6Z8,0,1,0,1,0.3333333433,inner_train
0,5422,4poXF3xo6Z8$_$10,4poXF3xo6Z8,0,1,0,1,1.666666627,inner_train
0,5423,4poXF3xo6Z8$_$13,4poXF3xo6Z8,0,1,0,1,0.6666666865,inner_train
0,5424,4poXF3xo6Z8$_$12,4poXF3xo6Z8,0,1,0,1,1.333333373,inner_train
0,5425,4poXF3xo6Z8$_$1,4poXF3xo6Z8,0,1,0,1,1.666666627,inner_train
0,5426,4poXF3xo6Z8$_$0,4poXF3xo6Z8,0,1,0,1,0,inner_train
0,5427,4poXF3xo6Z8$_$3,4poXF3xo6Z8,0,1,0,1,0.3333333433,inner_train
0,5428,4poXF3xo6Z8$_$2,4poXF3xo6Z8,0,1,0,1,1,inner_train
0,5429,4poXF3xo6Z8$_$5,4poXF3xo6Z8,0,1,0,1,0.6666666865,inner_train
0,5430,4poXF3xo6Z8$_$4,4poXF3xo6Z8,0,1,0,1,1,inner_train
0,5431,4poXF3xo6Z8$_$7,4poXF3xo6Z8,0,1,0,1,1,inner_train
0,5432,4poXF3xo6Z8$_$6,4poXF3xo6Z8,0,1,0,1,1.666666627,inner_train
0,5433,4poXF3xo6Z8$_$9,4poXF3xo6Z8,0,1,0,1,2,inner_train
0,5437,4qoB5a6dR3w$_$1,4qoB5a6dR3w,0,1,0,1,1,inner_train
0,5438,4qoB5a6dR3w$_$0,4qoB5a6dR3w,0,1,0,1,0.6666666865,inner_train
0,5439,4qoB5a6dR3w$_$3,4qoB5a6dR3w,0,1,0,1,2,inner_train
0,5440,4qoB5a6dR3w$_$2,4qoB5a6dR3w,0,1,0,1,2,inner_train
0,5441,4wdeBJ39Cuw$_$1,4wdeBJ39Cuw,0,0,0,0,-1,outer
0,5442,4wdeBJ39Cuw$_$0,4wdeBJ39Cuw,0,0,0,0,-1.333333373,outer
0,5443,4wdeBJ39Cuw$_$5,4wdeBJ39Cuw,0,0,0,0,-1,outer
0,5444,4wdeBJ39Cuw$_$4,4wdeBJ39Cuw,0,0,0,0,-0.6666666865,outer
0,5445,4wdeBJ39Cuw$_$7,4wdeBJ39Cuw,0,0,0,0,-1,outer
0,5446,4wuug3-5cWo$_$11,4wuug3-5cWo,0,1,1,0,-0.6666666865,inner_valid
0,5447,4wuug3-5cWo$_$10,4wuug3-5cWo,0,1,1,0,1.666666627,inner_valid
0,5448,4wuug3-5cWo$_$13,4wuug3-5cWo,0,1,1,0,0,inner_valid
0,5449,4wuug3-5cWo$_$12,4wuug3-5cWo,0,1,1,0,1.333333373,inner_valid
0,5450,4wuug3-5cWo$_$1,4wuug3-5cWo,0,1,1,0,1,inner_valid
0,5451,4wuug3-5cWo$_$0,4wuug3-5cWo,0,1,1,0,1.333333373,inner_valid
0,5452,4wuug3-5cWo$_$2,4wuug3-5cWo,0,1,1,0,1.333333373,inner_valid
0,5453,4wuug3-5cWo$_$5,4wuug3-5cWo,0,1,1,0,0.3333333433,inner_valid
0,5454,4wuug3-5cWo$_$4,4wuug3-5cWo,0,1,1,0,1,inner_valid
0,5455,4wuug3-5cWo$_$7,4wuug3-5cWo,0,1,1,0,0.6666666865,inner_valid
0,5456,4wuug3-5cWo$_$6,4wuug3-5cWo,0,1,1,0,1.333333373,inner_valid
0,5457,4wuug3-5cWo$_$9,4wuug3-5cWo,0,1,1,0,0.3333333433,inner_valid
0,5458,4wuug3-5cWo$_$8,4wuug3-5cWo,0,1,1,0,0.3333333433,inner_valid
0,5459,50453$_$11,50453,0,1,0,0,-1,inner_train
0,5460,50453$_$10,50453,0,1,0,0,-1.666666627,inner_train
0,5461,50453$_$12,50453,0,1,0,0,-0.6666666865,inner_train
0,5462,50453$_$1,50453,0,1,0,0,-2.333333254,inner_train
0,5463,50453$_$0,50453,0,1,0,0,1.333333373,inner_train
0,5464,50453$_$3,50453,0,1,0,0,0,inner_train
0,5465,50453$_$2,50453,0,1,0,0,0.6666666865,inner_train
0,5466,50453$_$5,50453,0,1,0,0,0,inner_train
0,5467,50453$_$4,50453,0,1,0,0,0.3333333433,inner_train
0,5468,50453$_$7,50453,0,1,0,0,-1,inner_train
0,5469,50453$_$6,50453,0,1,0,0,0.6666666865,inner_train
0,5470,50453$_$9,50453,0,1,0,0,-1,inner_train
0,5471,50453$_$8,50453,0,1,0,0,0,inner_train
0,5472,51224$_$1,51224,0,1,0,0,-0.6666666865,inner_valid
0,5473,51224$_$0,51224,0,1,0,0,0.3333333433,inner_valid
0,5474,51224$_$3,51224,0,1,0,0,1,inner_valid
0,5475,51224$_$2,51224,0,1,0,0,0,inner_valid
0,5476,51224$_$5,51224,0,1,0,0,0,inner_valid
0,5477,51224$_$4,51224,0,1,0,0,-2,inner_valid
0,5478,51224$_$7,51224,0,1,0,0,-0.6666666865,inner_valid
0,5479,51224$_$6,51224,0,1,0,0,-1.333333373,inner_valid
0,5480,51224$_$9,51224,0,1,0,0,0,inner_valid
0,5481,51224$_$8,51224,0,1,0,0,-1,inner_valid
0,5518,53742$_$11,53742,0,1,0,0,-1.333333373,outer
0,5519,53742$_$10,53742,0,1,0,0,0.3333333433,outer
0,5520,53742$_$1,53742,0,1,0,0,0,outer
0,5521,53742$_$0,53742,0,1,0,0,-0.3333333433,outer
0,5522,53742$_$3,53742,0,1,0,0,0,outer
0,5523,53742$_$2,53742,0,1,0,0,0,outer
0,5524,53742$_$5,53742,0,1,0,0,-2,outer
0,5525,53742$_$4,53742,0,1,0,0,-2,outer
0,5526,53742$_$7,53742,0,1,0,0,0,outer
0,5527,53742$_$6,53742,0,1,0,0,-1,outer
0,5528,53742$_$9,53742,0,1,0,0,-0.3333333433,outer
0,5529,53742$_$8,53742,0,1,0,0,0.6666666865,outer
